2,070843201,18594,28,1
2,070848507,17913,28,1
2,070848515,17913,28,1
2,070848523,17913,28,1
2,070848531,17913,28,1
2,070848606,17913,28,1
2,070848614,17913,28,1
2,070848622,17913,28,1
2,070848630,17913,28,1
2,070849026,18465,28,1
2,070849034,18465,28,1
2,070849067,18465,28,1
2,070869073,19019,28,1
2,070869081,19019,28,1
2,070869099,19019,28,1
2,070869107,19019,28,1
2,070869115,19019,28,1
2,070869123,19019,28,1
2,070869131,19019,28,1
2,070869149,19019,28,1
2,070869156,19019,28,1
2,070869164,19019,28,1
2,070869172,19019,28,1
2,070869180,19019,28,1
2,070869198,19019,28,1
2,070869206,19019,28,1
2,070878256,21151,28,1
2,070878264,21151,28,1
2,070878272,21151,28,1
2,070878280,21151,28,1
2,070878298,21151,28,1
2,070878306,21151,28,1
2,070878314,21151,28,1
2,070878322,21151,28,1
2,070878330,21151,28,1
2,070878348,21151,28,1
2,070878355,21151,28,1
2,070878363,21151,28,1
2,070878371,21151,28,1
2,070878389,21151,28,1
2,070878397,21151,28,1
2,070878405,21151,28,1
2,070902551,18361,28,1
2,070903013,19152,28,1
2,070909754,17020,28,1
2,070909762,17020,28,1
2,070909804,19121,28,1
2,070911123,18319,28,1
2,070911149,18319,28,1
2,070911263,18363,28,1
2,070911396,18317,28,1
2,070911412,18317,28,1
2,071027036,20119,28,1
2,071030311,12685,28,1
2,071030329,12685,28,1
2,071030717,12685,28,1
2,071037506,21081,28,1
2,071037522,21081,28,1
2,071037530,21081,28,1
2,071037548,21081,28,1
2,071037555,21081,28,1
2,071037563,21081,28,1
2,071037605,18686,28,1
2,071037621,18686,28,1
2,071037639,18686,28,1
2,071037647,18686,28,1
2,071037654,18686,28,1
2,071037662,18686,28,1
2,071037670,18686,28,1
2,071037688,18686,28,1
2,071037720,18685,28,1
2,071037738,18685,28,1
2,071039015,18679,28,1
2,071039031,18679,28,1
2,071039049,18679,28,1
2,071039262,18688,28,1
2,071039320,18693,28,1
2,071039403,18688,28,1
2,071040104,18681,28,1
2,071040153,18681,28,1
2,071040161,18681,28,1
2,071040518,21081,28,1
2,071040534,21081,28,1
2,071040542,21081,28,1
2,071040559,18682,28,1
2,071040930,21081,28,1
2,071044221,16690,28,1
2,071044239,16690,28,1
2,071048560,12696,28,1
2,071048578,16696,28,1
2,071048586,16700,28,1
2,071054303,16628,28,1
2,071057751,20330,28,1
2,071059500,12708,28,1
2,071059997,12708,28,1
2,071060482,12708,28,1
2,071060979,12708,28,1
2,071061464,12708,28,1
2,071061506,12708,28,1
2,071061951,12708,28,1
2,071092683,20164,28,1
2,071096882,17374,28,1
2,071097039,17407,28,1
2,071097054,17382,28,1
2,071097534,17381,28,1
2,071097567,17381,28,1
2,071097724,17405,28,1
2,071097781,17433,28,1
2,071136068,19184,28,1
2,071136076,19184,28,1
2,071136084,19184,28,1
2,071136092,19184,28,1
2,071136100,19184,28,1
2,071136118,19184,28,1
2,071136126,19184,28,1
2,071136134,19184,28,1
2,071136142,19184,28,1
2,071136159,19184,28,1
2,071136167,19184,28,1
2,071136175,19184,28,1
2,071137231,19184,28,1
2,071137249,19184,28,1
2,071137256,19184,28,1
2,071137264,19184,28,1
2,071137272,19184,28,1
2,071137280,19184,28,1
2,071137298,19184,28,1
2,071137306,19184,28,1
2,071149301,20501,28,1
2,071149319,20501,28,1
2,071149327,20501,28,1
2,071149335,20501,28,1
2,071149343,20501,28,1
2,071149350,20501,28,1
2,071149368,20501,28,1
2,071149384,20498,28,1
2,071149392,18516,28,1
2,071149400,18516,28,1
2,071149418,18516,28,1
2,071149426,18449,28,1
2,071149442,18449,28,1
2,071149459,20481,28,1
2,071149467,20481,28,1
2,071149798,18588,28,1
2,071149814,18588,28,1
2,071149822,18588,28,1
2,071149830,18588,28,1
2,071149848,18588,28,1
2,071149996,20482,28,1
2,071150010,20482,28,1
2,071150028,20482,28,1
2,071150036,20482,28,1
2,071150044,20482,28,1
2,071196906,13738,28,1
2,071208701,16902,28,1
2,071208750,16937,28,1
2,071208768,16937,28,1
2,071208776,16937,28,1
2,071233162,17016,28,1
2,071238203,20170,28,1
2,071238260,17019,28,1
2,071238278,17019,28,1
2,071238518,17026,28,1
2,071238989,12822,28,1
2,071297779,17009,28,1
2,071297787,17009,28,1
2,071298157,12814,28,1
2,071298256,12814,28,1
2,071298264,12814,28,1
2,071298272,12814,28,1
2,071302520,20166,28,1
2,071314426,13314,28,1
2,071315605,13314,28,1
2,071315613,13314,28,1
2,071315621,13314,28,1
2,071315639,13314,28,1
2,071315647,13314,28,1
2,071443902,21041,28,1
2,071443910,21040,28,1
2,071443985,21039,28,1
2,071457407,20264,28,1
2,071468404,12849,28,1
2,071514348,20260,28,1
2,071530252,20183,28,1
2,071530260,20264,28,1
2,071550458,12851,28,1
2,071550532,12851,28,1
2,071550540,12851,28,1
2,071562354,20234,28,1
2,071562842,20234,28,1
2,071576891,20212,28,1
2,071580257,20205,28,1
2,071583343,20193,28,1
2,071583830,20193,28,1
2,071583905,20193,28,1
2,071583913,20193,28,1
2,071586775,20187,28,1
2,071587260,20187,28,1
2,071601855,19184,28,1
2,071601863,19184,28,1
2,071601954,19184,28,1
2,071601970,19184,28,1
2,071601996,19184,28,1
2,071612654,19184,28,1
2,071612662,19184,28,1
2,071612670,19184,28,1
2,071612704,16970,28,1
2,071613801,17239,28,1
2,071613835,17239,28,1
2,071613843,17239,28,1
2,071613959,17239,28,1
2,071613983,17239,28,1
2,071613991,17239,28,1
2,071614197,17239,28,1
2,071614403,17238,28,1
2,071614411,17238,28,1
2,071614429,17238,28,1
2,071614486,17238,28,1
2,071614494,17238,28,1
2,071614502,17238,28,1
2,071620400,17239,28,1
2,071627801,17241,28,1
2,071631530,20480,28,1
2,071683705,17029,28,1
2,071683713,17029,28,1
2,071683721,17029,28,1
2,071683770,17029,28,1
2,071704568,18474,28,1
2,071704576,18474,28,1
2,071704584,18474,28,1
2,071704592,18474,28,1
2,071704600,18474,28,1
2,071704618,18474,28,1
2,071705029,18474,28,1
2,071705045,18474,28,1
2,071705052,18474,28,1
2,071705060,18474,28,1
2,071705078,18474,28,1
2,071705086,18474,28,1
2,071705219,18474,28,1
2,071705227,18474,28,1
2,071705284,18474,28,1
2,071705706,20901,28,1
2,071705714,20901,28,1
2,071705722,20901,28,1
2,071705730,20901,28,1
2,071705748,20901,28,1
2,071705755,20901,28,1
2,071705763,20901,28,1
2,071705771,20901,28,1
2,071705789,20901,28,1
2,071705797,20901,28,1
2,071705805,20901,28,1
2,071705953,20901,28,1
2,071705961,20901,28,1
2,071705979,20901,28,1
2,071705987,20901,28,1
2,071705995,20901,28,1
2,071706001,20901,28,1
2,071706019,20901,28,1
2,071706027,20901,28,1
2,071706035,20901,28,1
2,071706043,20901,28,1
2,071706050,20901,28,1
2,071707025,20902,28,1
2,071707033,20902,28,1
2,071707041,20902,28,1
2,071707058,20902,28,1
2,071707066,20902,28,1
2,071707074,20902,28,1
2,071707157,18049,28,1
2,071707330,18050,28,1
2,071708924,17995,28,1
2,071708932,17995,28,1
2,071708940,17995,28,1
2,071708957,17995,28,1
2,071708965,17995,28,1
2,071708973,17995,28,1
2,071708981,17995,28,1
2,071708999,17995,28,1
2,071709005,17995,28,1
2,071709013,17995,28,1
2,071709021,17995,28,1
2,071709153,17995,28,1
2,071709161,17995,28,1
2,071709179,17995,28,1
2,071709187,17995,28,1
2,071709195,17995,28,1
2,071709203,17995,28,1
2,071709211,17995,28,1
2,071709229,17995,28,1
2,071709245,17995,28,1
2,071709252,17995,28,1
2,071709260,17995,28,1
2,071709278,17995,28,1
2,071709286,17995,28,1
2,071709294,17995,28,1
2,071709302,17995,28,1
2,071709310,17995,28,1
2,071709328,17995,28,1
2,071709336,17995,28,1
2,071709344,17995,28,1
2,071709351,17995,28,1
2,071709369,17995,28,1
2,071709377,17995,28,1
2,071709534,17995,28,1
2,071709542,17995,28,1
2,071709559,17995,28,1
2,071709567,17995,28,1
2,071709575,17995,28,1
2,071709583,17995,28,1
2,071709591,17995,28,1
2,071709609,17995,28,1
2,071709617,17995,28,1
2,071709625,17995,28,1
2,071709633,17995,28,1
2,071709641,17995,28,1
2,071709658,17995,28,1
2,071709666,17995,28,1
2,071709674,17995,28,1
2,071709682,17995,28,1
2,071709690,17995,28,1
2,071709708,17995,28,1
2,071709716,17995,28,1
2,071709724,17995,28,1
2,071709732,17995,28,1
2,071709740,17995,28,1
2,071709757,17995,28,1
2,071709765,17995,28,1
2,071709773,17995,28,1
2,071709781,17995,28,1
2,071709799,17995,28,1
2,071709807,17995,28,1
2,071709815,17995,28,1
2,071709823,17995,28,1
2,071709831,17995,28,1
2,071709849,17995,28,1
2,071716471,12880,28,1
2,071716489,12880,28,1
2,071718659,20345,28,1
2,071718683,18025,28,1
2,071718691,20345,28,1
2,071718907,20345,28,1
2,071718915,20345,28,1
2,071718923,20345,28,1
2,071719582,18477,28,1
2,071719590,18477,28,1
2,071719608,18477,28,1
2,071724418,18479,28,1
2,071724905,18479,28,1
2,071725704,20075,28,1
2,071725712,20075,28,1
2,071725720,20075,28,1
2,071725738,20075,28,1
2,071725746,20075,28,1
2,071725753,20075,28,1
2,071725761,20075,28,1
2,071725779,20075,28,1
2,071725787,20075,28,1
2,071725795,20075,28,1
2,071725803,20075,28,1
2,071725811,20075,28,1
2,071725829,20075,28,1
2,071725837,20075,28,1
2,071725845,20075,28,1
2,071727700,12879,28,1
2,071727718,12879,28,1
2,071727726,12879,28,1
2,071727734,12879,28,1
2,071727742,12879,28,1
2,071727759,12879,28,1
2,071727767,12879,28,1
2,071727775,12879,28,1
2,071727783,12879,28,1
2,071727791,12879,28,1
2,071727809,12879,28,1
2,071728013,12879,28,1
2,071733005,18481,28,1
2,071737402,12881,28,1
2,071738020,12881,28,1
2,071738608,12881,28,1
2,071742303,12980,28,1
2,071742337,12980,28,1
2,071743517,12980,28,1
2,071743525,12980,28,1
2,071743913,12981,28,1
2,071743921,12981,28,1
2,071743962,12981,28,1
2,071743970,12981,28,1
2,071744036,20904,28,1
2,071744044,20904,28,1
2,071799824,20906,28,1
2,071802008,20907,28,1
2,071802016,18489,28,1
2,071802024,18489,28,1
2,071802057,20907,28,1
2,071803626,12982,28,1
2,071805324,12982,28,1
2,071807171,20050,28,1
2,071807189,20050,28,1
2,071807197,20050,28,1
2,071807205,20050,28,1
2,071807650,20901,28,1
2,071807668,20901,28,1
2,071807676,20901,28,1
2,071807684,20901,28,1
2,071807692,20901,28,1
2,071807700,20901,28,1
2,071807775,20050,28,1
2,071807791,20050,28,1
2,071808138,20901,28,1
2,071808146,20901,28,1
2,071808153,20901,28,1
2,071808294,20901,28,1
2,071808302,20901,28,1
2,071808310,20901,28,1
2,071808328,20901,28,1
2,071808401,20901,28,1
2,071808419,20901,28,1
2,071808427,20901,28,1
2,071808435,20901,28,1
2,071809391,18485,28,1
2,071809409,20901,28,1
2,071809417,20901,28,1
2,071809425,20901,28,1
2,071809433,20901,28,1
2,071809441,20901,28,1
2,071811579,20908,28,1
2,071811850,18496,28,1
2,071811868,18496,28,1
2,071811900,18496,28,1
2,071811983,18496,28,1
2,071812908,18494,28,1
2,071812932,18495,28,1
2,071830314,20376,28,1
2,071830322,20376,28,1
2,071830330,20376,28,1
2,071830348,20376,28,1
2,071830355,20376,28,1
2,071830363,20376,28,1
2,071837012,18498,28,1
2,071837020,18498,28,1
2,071837038,18498,28,1
2,071837046,18498,28,1
2,071837103,18498,28,1
2,071837111,18498,28,1
2,071837129,18498,28,1
2,071837137,18498,28,1
2,071837202,18498,28,1
2,071837210,18498,28,1
2,071837228,18498,28,1
2,071837236,18498,28,1
2,071837244,18498,28,1
2,071837301,18498,28,1
2,071837319,18498,28,1
2,071837327,18498,28,1
2,071837335,18498,28,1
2,071837376,18499,28,1
2,071837384,18499,28,1
